Time,Date,ProcessName,AppTitle,ProcessId,DurationSeconds
"2026-06-22 12:14:40","2026-06-22","WindowsTerminal","C:\WINDOWS\system32\cmd.exe","18204","5"
"2026-06-22 12:14:45","2026-06-22","WindowsTerminal","C:\WINDOWS\system32\cmd.exe","18204","5"
"2026-06-22 12:14:50","2026-06-22","WindowsTerminal","C:\WINDOWS\system32\cmd.exe","18204","5"
"2026-06-22 12:14:55","2026-06-22","WindowsTerminal","C:\WINDOWS\system32\cmd.exe","18204","5"
"2026-06-22 12:15:00","2026-06-22","WindowsTerminal","C:\WINDOWS\system32\cmd.exe","18204","5"
"2026-06-22 12:15:05","2026-06-22","WindowsTerminal","C:\WINDOWS\system32\cmd.exe","18204","5"
"2026-06-22 12:15:10","2026-06-22","WindowsTerminal","C:\WINDOWS\system32\cmd.exe","18204","5"
"2026-06-22 12:15:15","2026-06-22","WindowsTerminal","C:\WINDOWS\system32\cmd.exe","18204","5"
"2026-06-22 12:15:20","2026-06-22","WindowsTerminal","C:\WINDOWS\system32\cmd.exe","18204","5"
"2026-06-22 12:15:25","2026-06-22","WindowsTerminal","C:\WINDOWS\system32\cmd.exe","18204","5"
"2026-06-22 12:15:30","2026-06-22","WindowsTerminal","C:\WINDOWS\system32\cmd.exe","18204","5"
"2026-06-22 12:15:35","2026-06-22","WindowsTerminal","C:\WINDOWS\system32\cmd.exe","18204","5"
"2026-06-22 12:15:40","2026-06-22","WindowsTerminal","C:\WINDOWS\system32\cmd.exe","18204","5"
"2026-06-22 12:15:45","2026-06-22","WindowsTerminal","C:\WINDOWS\system32\cmd.exe","18204","5"
"2026-06-22 12:15:50","2026-06-22","WindowsTerminal","C:\WINDOWS\system32\cmd.exe","18204","5"
"2026-06-22 12:15:55","2026-06-22","WindowsTerminal","C:\WINDOWS\system32\cmd.exe","18204","5"
"2026-06-22 12:16:00","2026-06-22","WindowsTerminal","C:\WINDOWS\system32\cmd.exe","18204","5"
"2026-06-22 12:16:05","2026-06-22","WindowsTerminal","C:\WINDOWS\system32\cmd.exe","18204","5"
"2026-06-22 12:16:10","2026-06-22","WindowsTerminal","C:\WINDOWS\system32\cmd.exe","18204","5"
"2026-06-22 12:16:15","2026-06-22","WindowsTerminal","C:\WINDOWS\system32\cmd.exe","18204","5"
"2026-06-22 12:16:20","2026-06-22","powershell","AetherDesk AI Control Center","1872","5"
"2026-06-22 12:16:25","2026-06-22","powershell","AetherDesk AI Control Center","1872","5"
"2026-06-22 12:16:30","2026-06-22","powershell","AetherDesk AI Control Center","1872","5"
"2026-06-22 12:16:35","2026-06-22","powershell","AetherDesk AI Control Center","1872","5"
"2026-06-22 12:16:40","2026-06-22","powershell","AetherDesk AI Control Center","1872","5"
"2026-06-22 12:16:45","2026-06-22","powershell","AetherDesk AI Control Center","1872","5"
"2026-06-22 12:16:50","2026-06-22","powershell","AetherDesk AI Control Center","1872","5"
"2026-06-22 12:16:55","2026-06-22","powershell","AetherDesk AI Control Center","1872","5"
"2026-06-22 12:17:00","2026-06-22","powershell","AetherDesk AI Control Center","1872","5"
"2026-06-22 12:17:05","2026-06-22","powershell","AetherDesk AI Control Center","1872","5"
"2026-06-22 12:17:10","2026-06-22","powershell","AetherDesk AI Control Center","1872","5"
"2026-06-22 12:17:15","2026-06-22","powershell","AetherDesk AI Control Center","1872","5"
"2026-06-22 12:17:20","2026-06-22","powershell","AetherDesk AI Control Center","1872","5"
"2026-06-22 12:17:25","2026-06-22","powershell","AetherDesk AI Control Center","1872","5"
"2026-06-22 12:17:31","2026-06-22","powershell","AetherDesk AI Control Center","1872","5"
"2026-06-22 12:17:36","2026-06-22","powershell","AetherDesk AI Control Center","1872","5"
"2026-06-22 12:17:41","2026-06-22","powershell","AetherDesk AI Control Center","1872","5"
"2026-06-22 12:17:46","2026-06-22","powershell","AetherDesk AI Control Center","1872","5"
"2026-06-22 12:17:51","2026-06-22","powershell","AetherDesk AI Control Center","1872","5"
"2026-06-22 12:17:56","2026-06-22","powershell","AetherDesk AI Control Center","1872","5"
"2026-06-22 12:18:01","2026-06-22","powershell","AetherDesk AI Control Center","1872","5"
"2026-06-22 12:18:06","2026-06-22","powershell","AetherDesk AI Control Center","1872","5"
"2026-06-22 12:18:11","2026-06-22","Code","social-trends.ps1 - AetherDeskAI - Visual Studio Code","20408","5"
"2026-06-22 12:18:16","2026-06-22","Code","social-trends.ps1 - AetherDeskAI - Visual Studio Code","20408","5"
